AREA,AGE_ADJUSTED_RATE,EVENT_TYPE,POPULATION,RACE,SEX,SITE,YEAR,CRUDE_RATE
Indiana,3.7,Mortality,2630611,Non-Hispanic White,Male,Oral Cavity and Pharynx,2013,4.3
Indiana,3.8,Mortality,2631948,Non-Hispanic White,Male,Oral Cavity and Pharynx,2014,4.6
Indiana,3.5,Mortality,2629384,Non-Hispanic White,Male,Oral Cavity and Pharynx,2015,4.5
Indiana,4.3,Mortality,2627889,Non-Hispanic White,Male,Oral Cavity and Pharynx,2016,5.3
Indiana,4.4,Mortality,2626057,Non-Hispanic White,Male,Oral Cavity and Pharynx,2017,5.3
Indiana,4.1,Mortality,2626486,Non-Hispanic White,Male,Oral Cavity and Pharynx,2018,5.4
Indiana,4.1,Mortality,2626599,Non-Hispanic White,Male,Oral Cavity and Pharynx,2019,5.1
Indiana,4.5,Mortality,2625007,Non-Hispanic White,Male,Oral Cavity and Pharynx,2020,5.9
Iowa,2.8,Mortality,1344275,Non-Hispanic White,Male,Oral Cavity and Pharynx,2011,3.3
Iowa,3.8,Mortality,1344456,Non-Hispanic White,Male,Oral Cavity and Pharynx,2012,4.5
Iowa,3.9,Mortality,1345388,Non-Hispanic White,Male,Oral Cavity and Pharynx,2013,4.9
Iowa,4.5,Mortality,1346652,Non-Hispanic White,Male,Oral Cavity and Pharynx,2014,5.6
Iowa,3.5,Mortality,1346817,Non-Hispanic White,Male,Oral Cavity and Pharynx,2015,4.5
Iowa,4.3,Mortality,1345312,Non-Hispanic White,Male,Oral Cavity and Pharynx,2016,5.6
Iowa,4.4,Mortality,1343800,Non-Hispanic White,Male,Oral Cavity and Pharynx,2017,6
Iowa,4.5,Mortality,1340989,Non-Hispanic White,Male,Oral Cavity and Pharynx,2018,6
Iowa,4,Mortality,1339381,Non-Hispanic White,Male,Oral Cavity and Pharynx,2019,5.3
Iowa,3.8,Mortality,1336478,Non-Hispanic White,Male,Oral Cavity and Pharynx,2020,5.2
California,5.6,Incidence,18941522,All Races,Female,Oral Cavity and Pharynx,2011,6
California,5.8,Incidence,19097277,All Races,Female,Oral Cavity and Pharynx,2012,6.3
California,5.5,Incidence,19257182,All Races,Female,Oral Cavity and Pharynx,2013,6.1
California,5.9,Incidence,19422017,All Races,Female,Oral Cavity and Pharynx,2014,6.6
California,5.8,Incidence,19575981,All Races,Female,Oral Cavity and Pharynx,2015,6.6
California,5.6,Incidence,19696031,All Races,Female,Oral Cavity and Pharynx,2016,6.5
California,5.6,Incidence,19783962,All Races,Female,Oral Cavity and Pharynx,2017,6.5
California,5.7,Incidence,19829641,All Races,Female,Oral Cavity and Pharynx,2018,6.8
California,5.7,Incidence,19829085,All Races,Female,Oral Cavity and Pharynx,2019,6.8
California,5.6,Incidence,19790589,All Races,Female,Oral Cavity and Pharynx,2020,6.8
Colorado,6,Incidence,2555122,All Races,Female,Oral Cavity and Pharynx,2011,6.5
Colorado,5.3,Incidence,2590172,All Races,Female,Oral Cavity and Pharynx,2012,5.8
Colorado,6,Incidence,2627451,All Races,Female,Oral Cavity and Pharynx,2013,6.9
Colorado,5.8,Incidence,2665581,All Races,Female,Oral Cavity and Pharynx,2014,6.5
Colorado,5.9,Incidence,2713032,All Races,Female,Oral Cavity and Pharynx,2015,7
Colorado,5.8,Incidence,2755067,All Races,Female,Oral Cavity and Pharynx,2016,6.7
Colorado,5.8,Incidence,2789649,All Races,Female,Oral Cavity and Pharynx,2017,6.8
Colorado,5.7,Incidence,2828980,All Races,Female,Oral Cavity and Pharynx,2018,6.7
Colorado,5.6,Incidence,2857610,All Races,Female,Oral Cavity and Pharynx,2019,6.6
Colorado,6.3,Incidence,2881832,All Races,Female,Oral Cavity and Pharynx,2020,7.8
Connecticut,7.2,Incidence,1840904,All Races,Female,Oral Cavity and Pharynx,2011,9.2
Connecticut,7.3,Incidence,1843669,All Races,Female,Oral Cavity and Pharynx,2012,9.7
Connecticut,7.2,Incidence,1843190,All Races,Female,Oral Cavity and Pharynx,2013,9
Connecticut,6.8,Incidence,1842252,All Races,Female,Oral Cavity and Pharynx,2014,9.3
Connecticut,7.1,Incidence,1838202,All Races,Female,Oral Cavity and Pharynx,2015,9.5
Connecticut,7.6,Incidence,1833898,All Races,Female,Oral Cavity and Pharynx,2016,10.2
Connecticut,7.7,Incidence,1831503,All Races,Female,Oral Cavity and Pharynx,2017,10.1
Connecticut,7.5,Incidence,1831360,All Races,Female,Oral Cavity and Pharynx,2018,10.5
Connecticut,7.7,Incidence,1826990,All Races,Female,Oral Cavity and Pharynx,2019,10.7
Connecticut,7.2,Incidence,1822086,All Races,Female,Oral Cavity and Pharynx,2020,10
Delaware,5.4,Incidence,468243,All Races,Female,Oral Cavity and Pharynx,2011,6.6
Delaware,6.8,Incidence,472124,All Races,Female,Oral Cavity and Pharynx,2012,8.7
Delaware,8.3,Incidence,476810,All Races,Female,Oral Cavity and Pharynx,2013,10.3
Delaware,6.8,Incidence,481448,All Races,Female,Oral Cavity and Pharynx,2014,8.5
Delaware,7.4,Incidence,486044,All Races,Female,Oral Cavity and Pharynx,2015,9.7
Delaware,6.1,Incidence,490492,All Races,Female,Oral Cavity and Pharynx,2016,8
Delaware,5.5,Incidence,494606,All Races,Female,Oral Cavity and Pharynx,2017,7.1
Delaware,5.9,Incidence,499426,All Races,Female,Oral Cavity and Pharynx,2018,8
Delaware,6.7,Incidence,504571,All Races,Female,Oral Cavity and Pharynx,2019,9.7
Delaware,4.3,Incidence,510069,All Races,Female,Oral Cavity and Pharynx,2020,6.5
District of Columbia,7.8,Incidence,326595,All Races,Female,Oral Cavity and Pharynx,2011,7.7
District of Columbia,6.2,Incidence,334714,All Races,Female,Oral Cavity and Pharynx,2012,6.9
District of Columbia,5.3,Incidence,342422,All Races,Female,Oral Cavity and Pharynx,2013,5.5
District of Columbia,6.4,Incidence,348388,All Races,Female,Oral Cavity and Pharynx,2014,6.6
District of Columbia,5.5,Incidence,355848,All Races,Female,Oral Cavity and Pharynx,2015,5.6
District of Columbia,5.7,Incidence,361065,All Races,Female,Oral Cavity and Pharynx,2016,6.4
District of Columbia,7,Incidence,366336,All Races,Female,Oral Cavity and Pharynx,2017,7.4
District of Columbia,5.7,Incidence,369821,All Races,Female,Oral Cavity and Pharynx,2018,6.2
District of Columbia,6,Incidence,372393,All Races,Female,Oral Cavity and Pharynx,2019,6.2
District of Columbia,4,Incidence,374884,All Races,Female,Oral Cavity and Pharynx,2020,4.3
Florida,7,Incidence,9736576,All Races,Female,Oral Cavity and Pharynx,2011,9.4
Florida,7,Incidence,9864969,All Races,Female,Oral Cavity and Pharynx,2012,9.5
Florida,7.2,Incidence,9991577,All Races,Female,Oral Cavity and Pharynx,2013,9.8
Florida,7.1,Incidence,10146227,All Races,Female,Oral Cavity and Pharynx,2014,9.9
Florida,7.2,Incidence,10330862,All Races,Female,Oral Cavity and Pharynx,2015,10.1
Florida,7.1,Incidence,10540185,All Races,Female,Oral Cavity and Pharynx,2016,10.1
Florida,6.8,Incidence,10720663,All Races,Female,Oral Cavity and Pharynx,2017,9.9
Florida,6.9,Incidence,10863662,All Races,Female,Oral Cavity and Pharynx,2018,10.1
Florida,7.1,Incidence,10987074,All Races,Female,Oral Cavity and Pharynx,2019,10.5
Florida,6.5,Incidence,11113132,All Races,Female,Oral Cavity and Pharynx,2020,9.8
California,3.6,Incidence,7072920,Hispanic of any race,Female,Oral Cavity and Pharynx,2011,2.4
California,3.7,Incidence,7170489,Hispanic of any race,Female,Oral Cavity and Pharynx,2012,2.6
California,3.7,Incidence,7266121,Hispanic of any race,Female,Oral Cavity and Pharynx,2013,2.5
California,3.9,Incidence,7359652,Hispanic of any race,Female,Oral Cavity and Pharynx,2014,2.9
California,4,Incidence,7447167,Hispanic of any race,Female,Oral Cavity and Pharynx,2015,2.9
California,3.8,Incidence,7530267,Hispanic of any race,Female,Oral Cavity and Pharynx,2016,2.8
California,3.6,Incidence,7600115,Hispanic of any race,Female,Oral Cavity and Pharynx,2017,2.7
California,4.2,Incidence,7656346,Hispanic of any race,Female,Oral Cavity and Pharynx,2018,3.3
California,3.7,Incidence,7700761,Hispanic of any race,Female,Oral Cavity and Pharynx,2019,2.9
California,4,Incidence,7742745,Hispanic of any race,Female,Oral Cavity and Pharynx,2020,3.4
Colorado,6.9,Incidence,524699,Hispanic of any race,Female,Oral Cavity and Pharynx,2011,3.8
Colorado,2.8,Incidence,534413,Hispanic of any race,Female,Oral Cavity and Pharynx,2012,1.7
Colorado,3.6,Incidence,544687,Hispanic of any race,Female,Oral Cavity and Pharynx,2013,2.6
Colorado,5.3,Incidence,555709,Hispanic of any race,Female,Oral Cavity and Pharynx,2014,3.2
Colorado,5.6,Incidence,568448,Hispanic of any race,Female,Oral Cavity and Pharynx,2015,3.5
Colorado,5.5,Incidence,580151,Hispanic of any race,Female,Oral Cavity and Pharynx,2016,3.4
Colorado,1.6,Incidence,592213,Hispanic of any race,Female,Oral Cavity and Pharynx,2017,1.2
Colorado,4,Incidence,605497,Hispanic of any race,Female,Oral Cavity and Pharynx,2018,3
Colorado,3,Incidence,615717,Hispanic of any race,Female,Oral Cavity and Pharynx,2019,2.3
Colorado,6.3,Incidence,625527,Hispanic of any race,Female,Oral Cavity and Pharynx,2020,5
Connecticut,8.3,Incidence,248630,Hispanic of any race,Female,Oral Cavity and Pharynx,2011,4.4
Connecticut,6.8,Incidence,255965,Hispanic of any race,Female,Oral Cavity and Pharynx,2012,4.3
Connecticut,6.3,Incidence,262350,Hispanic of any race,Female,Oral Cavity and Pharynx,2013,5
Connecticut,7.8,Incidence,268364,Hispanic of any race,Female,Oral Cavity and Pharynx,2014,5.6
Connecticut,4.8,Incidence,274064,Hispanic of any race,Female,Oral Cavity and Pharynx,2015,2.9
Connecticut,8.8,Incidence,280384,Hispanic of any race,Female,Oral Cavity and Pharynx,2016,6.4
Connecticut,6.6,Incidence,288038,Hispanic of any race,Female,Oral Cavity and Pharynx,2017,4.9
Connecticut,11.6,Incidence,297230,Hispanic of any race,Female,Oral Cavity and Pharynx,2018,8.1
Connecticut,5.6,Incidence,302889,Hispanic of any race,Female,Oral Cavity and Pharynx,2019,5
Connecticut,6.5,Incidence,309057,Hispanic of any race,Female,Oral Cavity and Pharynx,2020,5.5
Delaware,0,Incidence,36832,Hispanic of any race,Female,Oral Cavity and Pharynx,2011,0
Delaware,8,Incidence,37764,Hispanic of any race,Female,Oral Cavity and Pharynx,2012,2.6
Delaware,7.6,Incidence,38758,Hispanic of any race,Female,Oral Cavity and Pharynx,2013,5.2
Delaware,0,Incidence,39741,Hispanic of any race,Female,Oral Cavity and Pharynx,2014,0
Delaware,7.7,Incidence,40686,Hispanic of any race,Female,Oral Cavity and Pharynx,2015,2.5
Delaware,1.9,Incidence,41917,Hispanic of any race,Female,Oral Cavity and Pharynx,2016,2.4
Delaware,0,Incidence,43321,Hispanic of any race,Female,Oral Cavity and Pharynx,2017,0
Delaware,0,Incidence,44854,Hispanic of any race,Female,Oral Cavity and Pharynx,2018,0
Delaware,17.6,Incidence,46278,Hispanic of any race,Female,Oral Cavity and Pharynx,2019,10.8
Delaware,0,Incidence,47725,Hispanic of any race,Female,Oral Cavity and Pharynx,2020,0
District of Columbia,9.6,Incidence,28955,Hispanic of any race,Female,Oral Cavity and Pharynx,2011,3.5
District of Columbia,4,Incidence,30703,Hispanic of any race,Female,Oral Cavity and Pharynx,2012,3.3
District of Columbia,6.1,Incidence,32394,Hispanic of any race,Female,Oral Cavity and Pharynx,2013,3.1
District of Columbia,0,Incidence,33875,Hispanic of any race,Female,Oral Cavity and Pharynx,2014,0
District of Columbia,7.5,Incidence,35536,Hispanic of any race,Female,Oral Cavity and Pharynx,2015,5.6
District of Columbia,0,Incidence,36494,Hispanic of any race,Female,Oral Cavity and Pharynx,2016,0
District of Columbia,0,Incidence,37622,Hispanic of any race,Female,Oral Cavity and Pharynx,2017,0
District of Columbia,6,Incidence,38580,Hispanic of any race,Female,Oral Cavity and Pharynx,2018,5.2
District of Columbia,13.6,Incidence,39466,Hispanic of any race,Female,Oral Cavity and Pharynx,2019,7.6
District of Columbia,8.9,Incidence,40150,Hispanic of any race,Female,Oral Cavity and Pharynx,2020,5
Florida,4.9,Incidence,2210034,Hispanic of any race,Female,Oral Cavity and Pharynx,2011,4.9
Florida,4.6,Incidence,2274470,Hispanic of any race,Female,Oral Cavity and Pharynx,2012,4.7
Florida,4.5,Incidence,2345370,Hispanic of any race,Female,Oral Cavity and Pharynx,2013,4.6
Florida,5.1,Incidence,2420388,Hispanic of any race,Female,Oral Cavity and Pharynx,2014,5.2
Florida,5.5,Incidence,2507119,Hispanic of any race,Female,Oral Cavity and Pharynx,2015,5.9
Florida,5.2,Incidence,2604786,Hispanic of any race,Female,Oral Cavity and Pharynx,2016,5.6
Florida,4.7,Incidence,2698755,Hispanic of any race,Female,Oral Cavity and Pharynx,2017,5.3
Florida,5.1,Incidence,2782414,Hispanic of any race,Female,Oral Cavity and Pharynx,2018,5.8
Florida,5.6,Incidence,2845652,Hispanic of any race,Female,Oral Cavity and Pharynx,2019,6.3
Florida,4.6,Incidence,2910341,Hispanic of any race,Female,Oral Cavity and Pharynx,2020,5.4
Arkansas,0,Incidence,11657,Non-Hispanic American Indian/Alaska Native,Female,Oral Cavity and Pharynx,2011,0
Arkansas,13.8,Incidence,11899,Non-Hispanic American Indian/Alaska Native,Female,Oral Cavity and Pharynx,2012,16.8
Arkansas,0,Incidence,11961,Non-Hispanic American Indian/Alaska Native,Female,Oral Cavity and Pharynx,2013,0
Arkansas,12.2,Incidence,12200,Non-Hispanic American Indian/Alaska Native,Female,Oral Cavity and Pharynx,2014,16.4
Arkansas,5.4,Incidence,12339,Non-Hispanic American Indian/Alaska Native,Female,Oral Cavity and Pharynx,2015,8.1
Arkansas,5.6,Incidence,12570,Non-Hispanic American Indian/Alaska Native,Female,Oral Cavity and Pharynx,2016,8
Arkansas,4.9,Incidence,12757,Non-Hispanic American Indian/Alaska Native,Female,Oral Cavity and Pharynx,2017,7.8
Arkansas,5.2,Incidence,12965,Non-Hispanic American Indian/Alaska Native,Female,Oral Cavity and Pharynx,2018,7.7
Arkansas,6.6,Incidence,13129,Non-Hispanic American Indian/Alaska Native,Female,Oral Cavity and Pharynx,2019,7.6
Arkansas,16.5,Incidence,13314,Non-Hispanic American Indian/Alaska Native,Female,Oral Cavity and Pharynx,2020,22.5
California,6.1,Incidence,106503,Non-Hispanic American Indian/Alaska Native,Female,Oral Cavity and Pharynx,2011,6.6
California,5.9,Incidence,106887,Non-Hispanic American Indian/Alaska Native,Female,Oral Cavity and Pharynx,2012,6.5
California,7.7,Incidence,106979,Non-Hispanic American Indian/Alaska Native,Female,Oral Cavity and Pharynx,2013,7.5
California,5.1,Incidence,107117,Non-Hispanic American Indian/Alaska Native,Female,Oral Cavity and Pharynx,2014,5.6
California,7.5,Incidence,107185,Non-Hispanic American Indian/Alaska Native,Female,Oral Cavity and Pharynx,2015,7.5
California,2.2,Incidence,106972,Non-Hispanic American Indian/Alaska Native,Female,Oral Cavity and Pharynx,2016,2.8
California,6.5,Incidence,106947,Non-Hispanic American Indian/Alaska Native,Female,Oral Cavity and Pharynx,2017,10.3
California,6.2,Incidence,106595,Non-Hispanic American Indian/Alaska Native,Female,Oral Cavity and Pharynx,2018,6.6
California,5.9,Incidence,105761,Non-Hispanic American Indian/Alaska Native,Female,Oral Cavity and Pharynx,2019,8.5
California,4,Incidence,104778,Non-Hispanic American Indian/Alaska Native,Female,Oral Cavity and Pharynx,2020,4.8
Colorado,4.2,Incidence,19123,Non-Hispanic American Indian/Alaska Native,Female,Oral Cavity and Pharynx,2011,5.2
Colorado,0,Incidence,19286,Non-Hispanic American Indian/Alaska Native,Female,Oral Cavity and Pharynx,2012,0
Colorado,0,Incidence,19691,Non-Hispanic American Indian/Alaska Native,Female,Oral Cavity and Pharynx,2013,0
Colorado,10.7,Incidence,19945,Non-Hispanic American Indian/Alaska Native,Female,Oral Cavity and Pharynx,2014,5
Colorado,4.1,Incidence,20488,Non-Hispanic American Indian/Alaska Native,Female,Oral Cavity and Pharynx,2015,4.9
Colorado,5.3,Incidence,20948,Non-Hispanic American Indian/Alaska Native,Female,Oral Cavity and Pharynx,2016,4.8
Colorado,11.1,Incidence,21192,Non-Hispanic American Indian/Alaska Native,Female,Oral Cavity and Pharynx,2017,9.4
Colorado,8.2,Incidence,21604,Non-Hispanic American Indian/Alaska Native,Female,Oral Cavity and Pharynx,2018,4.6
Colorado,2.9,Incidence,21863,Non-Hispanic American Indian/Alaska Native,Female,Oral Cavity and Pharynx,2019,4.6
Colorado,10.8,Incidence,22120,Non-Hispanic American Indian/Alaska Native,Female,Oral Cavity and Pharynx,2020,9
Connecticut,16.4,Incidence,4679,Non-Hispanic American Indian/Alaska Native,Female,Oral Cavity and Pharynx,2011,21.4
Connecticut,0,Incidence,4788,Non-Hispanic American Indian/Alaska Native,Female,Oral Cavity and Pharynx,2012,0
Connecticut,0,Incidence,4853,Non-Hispanic American Indian/Alaska Native,Female,Oral Cavity and Pharynx,2013,0
Connecticut,0,Incidence,4898,Non-Hispanic American Indian/Alaska Native,Female,Oral Cavity and Pharynx,2014,0
Connecticut,0,Incidence,4889,Non-Hispanic American Indian/Alaska Native,Female,Oral Cavity and Pharynx,2015,0
Connecticut,0,Incidence,4856,Non-Hispanic American Indian/Alaska Native,Female,Oral Cavity and Pharynx,2016,0
Connecticut,30,Incidence,4853,Non-Hispanic American Indian/Alaska Native,Female,Oral Cavity and Pharynx,2017,20.6
Connecticut,0,Incidence,4838,Non-Hispanic American Indian/Alaska Native,Female,Oral Cavity and Pharynx,2018,0
Connecticut,0,Incidence,4855,Non-Hispanic American Indian/Alaska Native,Female,Oral Cavity and Pharynx,2019,0
Connecticut,0,Incidence,4873,Non-Hispanic American Indian/Alaska Native,Female,Oral Cavity and Pharynx,2020,0
Delaware,0,Incidence,1688,Non-Hispanic American Indian/Alaska Native,Female,Oral Cavity and Pharynx,2011,0
Delaware,0,Incidence,1666,Non-Hispanic American Indian/Alaska Native,Female,Oral Cavity and Pharynx,2012,0
Delaware,0,Incidence,1731,Non-Hispanic American Indian/Alaska Native,Female,Oral Cavity and Pharynx,2013,0
Delaware,0,Incidence,1740,Non-Hispanic American Indian/Alaska Native,Female,Oral Cavity and Pharynx,2014,0
Delaware,28.7,Incidence,1735,Non-Hispanic American Indian/Alaska Native,Female,Oral Cavity and Pharynx,2015,57.6
Delaware,0,Incidence,1770,Non-Hispanic American Indian/Alaska Native,Female,Oral Cavity and Pharynx,2016,0
Delaware,0,Incidence,1789,Non-Hispanic American Indian/Alaska Native,Female,Oral Cavity and Pharynx,2017,0
Delaware,0,Incidence,1816,Non-Hispanic American Indian/Alaska Native,Female,Oral Cavity and Pharynx,2018,0
Delaware,0,Incidence,1826,Non-Hispanic American Indian/Alaska Native,Female,Oral Cavity and Pharynx,2019,0
Delaware,0,Incidence,1819,Non-Hispanic American Indian/Alaska Native,Female,Oral Cavity and Pharynx,2020,0
District of Columbia,0,Incidence,948,Non-Hispanic American Indian/Alaska Native,Female,Oral Cavity and Pharynx,2011,0
District of Columbia,0,Incidence,987,Non-Hispanic American Indian/Alaska Native,Female,Oral Cavity and Pharynx,2012,0
District of Columbia,0,Incidence,1018,Non-Hispanic American Indian/Alaska Native,Female,Oral Cavity and Pharynx,2013,0
District of Columbia,0,Incidence,982,Non-Hispanic American Indian/Alaska Native,Female,Oral Cavity and Pharynx,2014,0
District of Columbia,0,Incidence,962,Non-Hispanic American Indian/Alaska Native,Female,Oral Cavity and Pharynx,2015,0
District of Columbia,0,Incidence,989,Non-Hispanic American Indian/Alaska Native,Female,Oral Cavity and Pharynx,2016,0
District of Columbia,0,Incidence,997,Non-Hispanic American Indian/Alaska Native,Female,Oral Cavity and Pharynx,2017,0
District of Columbia,0,Incidence,997,Non-Hispanic American Indian/Alaska Native,Female,Oral Cavity and Pharynx,2018,0
District of Columbia,0,Incidence,1001,Non-Hispanic American Indian/Alaska Native,Female,Oral Cavity and Pharynx,2019,0
District of Columbia,0,Incidence,979,Non-Hispanic American Indian/Alaska Native,Female,Oral Cavity and Pharynx,2020,0
Florida,2.2,Incidence,27510,Non-Hispanic American Indian/Alaska Native,Female,Oral Cavity and Pharynx,2011,3.6
Florida,2,Incidence,27982,Non-Hispanic American Indian/Alaska Native,Female,Oral Cavity and Pharynx,2012,3.6
Florida,0,Incidence,28072,Non-Hispanic American Indian/Alaska Native,Female,Oral Cavity and Pharynx,2013,0
Florida,8.2,Incidence,28621,Non-Hispanic American Indian/Alaska Native,Female,Oral Cavity and Pharynx,2014,10.5
Florida,7.2,Incidence,29110,Non-Hispanic American Indian/Alaska Native,Female,Oral Cavity and Pharynx,2015,6.9
Florida,2.5,Incidence,29604,Non-Hispanic American Indian/Alaska Native,Female,Oral Cavity and Pharynx,2016,3.4
Florida,7.5,Incidence,30177,Non-Hispanic American Indian/Alaska Native,Female,Oral Cavity and Pharynx,2017,6.6
Florida,5,Incidence,30419,Non-Hispanic American Indian/Alaska Native,Female,Oral Cavity and Pharynx,2018,9.9
Florida,0,Incidence,30677,Non-Hispanic American Indian/Alaska Native,Female,Oral Cavity and Pharynx,2019,0
Florida,13.2,Incidence,31054,Non-Hispanic American Indian/Alaska Native,Female,Oral Cavity and Pharynx,2020,12.9
Arkansas,4.5,Incidence,24929,Non-Hispanic Asian/Pacific Islander,Female,Oral Cavity and Pharynx,2011,4
Arkansas,7.4,Incidence,26257,Non-Hispanic Asian/Pacific Islander,Female,Oral Cavity and Pharynx,2012,7.6
Arkansas,0,Incidence,26979,Non-Hispanic Asian/Pacific Islander,Female,Oral Cavity and Pharynx,2013,0
Arkansas,8.7,Incidence,27929,Non-Hispanic Asian/Pacific Islander,Female,Oral Cavity and Pharynx,2014,7.2
Arkansas,8,Incidence,29004,Non-Hispanic Asian/Pacific Islander,Female,Oral Cavity and Pharynx,2015,6.9
Arkansas,3.4,Incidence,30227,Non-Hispanic Asian/Pacific Islander,Female,Oral Cavity and Pharynx,2016,3.3
Arkansas,0,Incidence,31346,Non-Hispanic Asian/Pacific Islander,Female,Oral Cavity and Pharynx,2017,0
Arkansas,7,Incidence,31944,Non-Hispanic Asian/Pacific Islander,Female,Oral Cavity and Pharynx,2018,6.3
Arkansas,5.2,Incidence,32680,Non-Hispanic Asian/Pacific Islander,Female,Oral Cavity and Pharynx,2019,6.1
Arkansas,5.6,Incidence,33670,Non-Hispanic Asian/Pacific Islander,Female,Oral Cavity and Pharynx,2020,5.9
California,4.6,Incidence,2798251,Non-Hispanic Asian/Pacific Islander,Female,Oral Cavity and Pharynx,2011,5.1
California,5.4,Incidence,2861887,Non-Hispanic Asian/Pacific Islander,Female,Oral Cavity and Pharynx,2012,5.9
California,4.9,Incidence,2934083,Non-Hispanic Asian/Pacific Islander,Female,Oral Cavity and Pharynx,2013,5.5
California,4.5,Incidence,3011255,Non-Hispanic Asian/Pacific Islander,Female,Oral Cavity and Pharynx,2014,5.3
California,5.7,Incidence,3095679,Non-Hispanic Asian/Pacific Islander,Female,Oral Cavity and Pharynx,2015,6.6
California,5.2,Incidence,3168504,Non-Hispanic Asian/Pacific Islander,Female,Oral Cavity and Pharynx,2016,6.1
California,4.9,Incidence,3236867,Non-Hispanic Asian/Pacific Islander,Female,Oral Cavity and Pharynx,2017,5.9
California,4.6,Incidence,3289978,Non-Hispanic Asian/Pacific Islander,Female,Oral Cavity and Pharynx,2018,5.5
California,5.6,Incidence,3329955,Non-Hispanic Asian/Pacific Islander,Female,Oral Cavity and Pharynx,2019,6.8
California,5.4,Incidence,3360054,Non-Hispanic Asian/Pacific Islander,Female,Oral Cavity and Pharynx,2020,6.7
Colorado,10.7,Incidence,89144,Non-Hispanic Asian/Pacific Islander,Female,Oral Cavity and Pharynx,2011,9
Colorado,2.7,Incidence,92651,Non-Hispanic Asian/Pacific Islander,Female,Oral Cavity and Pharynx,2012,2.2
Colorado,4.8,Incidence,96081,Non-Hispanic Asian/Pacific Islander,Female,Oral Cavity and Pharynx,2013,4.2
Colorado,4.8,Incidence,99754,Non-Hispanic Asian/Pacific Islander,Female,Oral Cavity and Pharynx,2014,4
Colorado,3.5,Incidence,104580,Non-Hispanic Asian/Pacific Islander,Female,Oral Cavity and Pharynx,2015,3.8
Colorado,8.4,Incidence,108655,Non-Hispanic Asian/Pacific Islander,Female,Oral Cavity and Pharynx,2016,6.4
Colorado,7.2,Incidence,112067,Non-Hispanic Asian/Pacific Islander,Female,Oral Cavity and Pharynx,2017,7.1
Colorado,4.5,Incidence,115818,Non-Hispanic Asian/Pacific Islander,Female,Oral Cavity and Pharynx,2018,4.3
Colorado,5.3,Incidence,118273,Non-Hispanic Asian/Pacific Islander,Female,Oral Cavity and Pharynx,2019,5.1
Colorado,5.9,Incidence,120762,Non-Hispanic Asian/Pacific Islander,Female,Oral Cavity and Pharynx,2020,5.8
Connecticut,7.9,Incidence,77472,Non-Hispanic Asian/Pacific Islander,Female,Oral Cavity and Pharynx,2011,7.7
Connecticut,4.3,Incidence,80572,Non-Hispanic Asian/Pacific Islander,Female,Oral Cavity and Pharynx,2012,3.7
Connecticut,1.3,Incidence,82010,Non-Hispanic Asian/Pacific Islander,Female,Oral Cavity and Pharynx,2013,1.2
Connecticut,9.5,Incidence,85097,Non-Hispanic Asian/Pacific Islander,Female,Oral Cavity and Pharynx,2014,7.1
Connecticut,4.8,Incidence,87320,Non-Hispanic Asian/Pacific Islander,Female,Oral Cavity and Pharynx,2015,3.4
Connecticut,8.8,Incidence,89060,Non-Hispanic Asian/Pacific Islander,Female,Oral Cavity and Pharynx,2016,9
Connecticut,7.8,Incidence,90600,Non-Hispanic Asian/Pacific Islander,Female,Oral Cavity and Pharynx,2017,6.6
Connecticut,5.4,Incidence,92083,Non-Hispanic Asian/Pacific Islander,Female,Oral Cavity and Pharynx,2018,5.4
Connecticut,5,Incidence,93278,Non-Hispanic Asian/Pacific Islander,Female,Oral Cavity and Pharynx,2019,4.3
Connecticut,2.1,Incidence,94152,Non-Hispanic Asian/Pacific Islander,Female,Oral Cavity and Pharynx,2020,2.1
Delaware,5.3,Incidence,16673,Non-Hispanic Asian/Pacific Islander,Female,Oral Cavity and Pharynx,2011,6
Delaware,16,Incidence,17235,Non-Hispanic Asian/Pacific Islander,Female,Oral Cavity and Pharynx,2012,17.4
Delaware,11.4,Incidence,18103,Non-Hispanic Asian/Pacific Islander,Female,Oral Cavity and Pharynx,2013,11
Delaware,0,Incidence,18747,Non-Hispanic Asian/Pacific Islander,Female,Oral Cavity and Pharynx,2014,0
Delaware,0,Incidence,19641,Non-Hispanic Asian/Pacific Islander,Female,Oral Cavity and Pharynx,2015,0
Delaware,0,Incidence,20216,Non-Hispanic Asian/Pacific Islander,Female,Oral Cavity and Pharynx,2016,0
Delaware,4,Incidence,20565,Non-Hispanic Asian/Pacific Islander,Female,Oral Cavity and Pharynx,2017,4.9
Delaware,3.7,Incidence,21044,Non-Hispanic Asian/Pacific Islander,Female,Oral Cavity and Pharynx,2018,4.8
Delaware,3.6,Incidence,21703,Non-Hispanic Asian/Pacific Islander,Female,Oral Cavity and Pharynx,2019,4.6
Delaware,12.1,Incidence,22108,Non-Hispanic Asian/Pacific Islander,Female,Oral Cavity and Pharynx,2020,13.6
District of Columbia,0,Incidence,14175,Non-Hispanic Asian/Pacific Islander,Female,Oral Cavity and Pharynx,2011,0
District of Columbia,0,Incidence,14766,Non-Hispanic Asian/Pacific Islander,Female,Oral Cavity and Pharynx,2012,0
District of Columbia,8.6,Incidence,15427,Non-Hispanic Asian/Pacific Islander,Female,Oral Cavity and Pharynx,2013,6.5
